Course,Title,Distribution Group,Analyzing Diversity,Credits,Description
EDUC 301,"PHIL,HIST,&SOC FOUNDTN OF EDUC",Distribution Group II,,3,In this course students analysis events and ideas that have shaped the philosophy and practice of American schools today. It is appropriate for all students interested in the influences and stresses that have created a unique educational system in our culturally diverse country. This course requires five hours of observation in a local secondary school. Graduate/Undergraduate Equivalency: EDUC 501.
ENST 100,"ENVIRONMENT, CULTURE & SOCIETY",Distribution Group II,,3,"This introductory course in environmental studies helps students to better understand the complex interrelationship between human cultures and their social and physical environments. Lectures and assignments draw upon the methods and expertise of architecture, the humanities and the social sciences. This is a core course of Rice's Environmental Studies minor."
ENST 312,JUSTICE IN THE FOOD SYSTEM,Distribution Group II,Analyzing Diversity Course,3,"""Justice in the Food System"" takes an interdisciplinary approach to the critical examination of injustice in the United States food system, drawing from humanities and social science approaches and with special attention to environmental concerns. The overarching goal of this class is three-fold. First, to understand the structure of the US food system and the ways that it is shaped by forms of power rooted in inequalities of race, class, and gender. Second, the course will introduce students to the concept of food justice and some of the key struggles of the food justice movement in the United States, as understood through lenses of land, labor, and agriculture. Third, students will draw from their structural understanding and exposure to varied critical perspectives to envision more just food futures and articulate these through a final project."
ENST 367,ENVIRONMENTAL SOCIOLOGY,Distribution Group II,,3,"This course focuses on the foundations of environmental sociology and takes a social and historical approach to examine how humans affect the environment and the environment affects humans. Topics include: agricultural sustainability, resource extraction and climate changes; environmental racism/sexism; globalization and development; population, and consumption, and environmental movements."
GLHT 364,INNOVATION FOR SOCIAL IMPACT,Distribution Group II,,3,"This course provides students with an introduction to contemporary concepts, debates, and contexts essential for analyzing and participating in the realm of social impact. Our focus is on addressing issues within social spheres and exploring innovative approaches for organizations to tackle them. The course is structured into four main components: understanding the social context, exploring different organizational forms and collaborations, examining the various roles of business, and delving into methods for measuring social impact. Additionally, we introduce field methodologies to facilitate practical application. Building upon this framework, students will engage in a field project collaborating with an organization to address a social issue prevalent in Houston, specifically focusing on food insecurity. Through this project, students will assess the effectiveness of the organization's social innovation efforts."
LEAD 260,ADVOCATING FOR CHANGE,Distribution Group II,Analyzing Diversity Course,3,Advocating for change is an experiential learning course that teaches students how to engage in issue advocacy as a method of social change. Students work in teams with faculty mentors to develop and implement an advocacy plan for a particular cause or policy of interest.
LING 200,INTRO TO STUDY OF LANGUAGE,Distribution Group II,,3,"Overview of the scientific study of the structure and function of language. Introduces the main fields of linguistics: phonetics, phonology, morphology, syntax, semantics, discourse, historical linguistics, sociolinguistics, and psycholinguistics. Highlights the interdisciplinary relationship of linguistics with anthropology, sociology, psychology, and cognitive sciences."
LING 205,LANGUAGE AND SOCIETY,Distribution Group II,Analyzing Diversity Course,3,"This course treats language as a social phenomenon to show how language, personal identity and institutions of social control inter-relate. The course focuses on linguistic interaction in daily life and how gender, ethnic, class, activity, and geographic variation affect language use."
LING 216,WORDS IN ENGLISH,Distribution Group II,,3,"Introduction to the systematic study of English words. Topics include word formation, origins and history of English, etymology, new words, slang and jargon. Students will investigate words using online lexical tools and collect and describe neologisms. Understanding of word formation helps increase mastery of English vocabulary for GRE and other tests. No linguistics background required."
LING 300,LINGUISTIC ANALYSIS,Distribution Group II,,3,"A hands-on, data-oriented approach to how different languages construct words and sentences. Students will develop skills in linguistic problem solving and the foundations for pursuing grammatical description. Topics: word classes, morphology, tense-aspect-modality, clause structure, word order, grammatical relations, existentials/possessives/locatives, voice/valence, questions, negation, relative clauses, complements, causatives."
LING 301,PHONETICS,Distribution Group II,,3,"Introductory study of sound as it relates to speech and sound systems in the world's languages. Speech sounds are examined in terms of production mechanisms (articulatory phonetics), propagation mechanisms (acoustic phonetics), and perception mechanisms (auditory phonetics). Includes a basic introduction to Digital Signal Processing."
LING 303,"LANGUAGE, GENDER & SEXUALITY",Distribution Group II,Analyzing Diversity Course,3,"This course examines the theoretical, cultural, and social grounding of gender and sexuality in language production and perception. We use analytical tools from linguistics, cognitive science, cultural anthropology, psychology and biology. Emphasis is placed on the historical role of gender and sexuality in such research, and the debates that result as perspectives shift."
LING 304,GLOBAL SOUTH SOCIOLINGUISTCS,Distribution Group II,,3,"This course aims to identify, investigate, promote awareness, and theorize solutions to the world’s language-related problems (e.g., linguistic discrimination, access to healthcare and education, co-naturalization of language and race, etc.). Through the lens of Sociolinguistics, we will consider how to apply linguistic sciences to such issues, focusing our attention on the Global South."
LING 305,HISTORICAL LINGUISTICS,Distribution Group II,,3,"Exploration of the nature of language change. Topics covered include sound change, syntactic and semantic change, modeling language splits, the sociolinguistics of language change, and the history of European languages."
LING 306,"LANGUAGE, THOUGHT, AND MIND",Distribution Group II,,3,Study of language as a cognitive system. Linguistic data as evidence for the cognitive structures and processes that enable people to learn and use language; how linguistic structure influences concept formation and patterns of thinking.
LING 309,PSYCHOLOGY OF LANGUAGE,Distribution Group II,Analyzing Diversity Course,3,"Study of human and other animal communication. Includes the structure of human language, word meaning and semantic memory, psychological studies of syntax, bilingualism, language and thought, and language errors and disorders."
LING 321,LANGUAGE AND LAW,Distribution Group II,Analyzing Diversity Course,3,"This course investigates how language defines, manages, and determines the outcomes of all aspects of the legal arena. Emphasis is placed on forensic linguistics, linguistic variability and its impact on the legal arena, language policy, and legal language."
LING 322,LANGUAGE AND ETHNICITY,Distribution Group II,Analyzing Diversity Course,3,"This course explores the role that ethnicity plays in various language varieties used in the U.S., and the role that language varieties play in ethnic identity. We examine this from both speech production and speech perception perspectives."
LING 324,FROM SLAVERY TO HIP HOP,Distribution Group II,Analyzing Diversity Course,3,"From the Slavery to Hip Hop: Linguistic liberation in the African Diaspora examines diverse linguistic invocations of the quest for freedom in countries where African slaves were imported or in African nations that were once colonized by European countries. Discourse analyses and Conversation Analyses of songs, sermons, speeches, radio and television broadcasts, depictions of Black people in films, and writings that promote human rights, equal opportunities and unbiased justice will provide the basis for original student research projects."
LING 327,RESEARCH ON BRAILLE,Distribution Group II,Analyzing Diversity Course,3,"This course introduces students to the perceptual, cognitive, linguistic, and social underpinnings of braille. It provides a brief introduction to the field of Disability Studies and the history and social construction of disability, with a focus on blindness and visual impairment. It explores the place of braille literacy in the reading sciences, and the role of the reading sciences in braille pedagogy and development. The course is conducted as a seminar, focusing on discussion and analysis of source readings, videos, and hands-on experience with braille."
LING 331,LINGUISTICS FOR LEGAL PURPOSES,Distribution Group II,,3,"Linguistics for Legal Purposes is an interdisciplinary course that introduces students to linguistic methodologies that have been used in various legal cases or disputes. Capital crimes and civil litigation are evaluated with foci on iconic cases where forensic linguistics pertains. Students will learn how to write an affidavit and will explore trademark disputes, defamation, and murder trials. Students will write a legal opinion about a case of their choosing in lieu of a final examination."
MDEM 311,THE ARCHAEOLOGY OF AFRICA,Distribution Group II,,3,"Thematic coverage of developments throughout the continent from the Lower Paleolithic to medieval times, with emphasis on food production, metallurgy and the rise of cities and complex societies."
MUSI 379,CREATIVITY UP CLOSE,Distribution Group II,,3,"This inter-disciplinary course explores creativity in human behavior and society. Seminars focus on the neuroscience, psychology, sociology and economics of creativity. Students develop hands-on creative projects in oral history, music, industrial design and video. No prior experiences in study of these disciplines required."
NEUR 362,COGNITIVE NEUROSCIENCE,Distribution Group II,,3,"Survey of theory and research on how mental processes are carried out by the human brain, with an emphasis on relating measures of brain activity to cognitive functioning, methods surveyed included electro physiological recording techniques, functional imaging techniques and methods that involve lessoning or disrupting neural activity."
POLI 209,INTRO TO CONST & POLI THOUGHT,Distribution Group II,,3,"This course will examine constitutionalism and authoritarianism, including Plato, Machiavelli, and Marx, and introduce students to classical and contemporary political theories."
POLI 210,INTRO TO AMERICAN POLITICS,Distribution Group II,,3,"This course introduces students to major topics in the subfield of American Politics, including public opinion, group politics, political parties, elections, congressional-presidential-bureaucratic politics, and judicial politics. This course helps students navigate upper division courses in American Politics and understand American government and politics."
POLI 211,INTRO TO INTERNAT'L RELATIONS,Distribution Group II,,3,"This course introduces students to major topics in the subfield of International Relations, including the causes of war, political dimensions of the international economy, international organizations, and interstate cooperation to address contemporary global challenges. This course helps students navigate upper division courses in International Relations and explore the international world."
POLI 212,INTRO TO COMPARATIVE POLITICS,Distribution Group II,,3,"This course introduces students to major topics in the subfield of Comparative Politics, including emergence and survival of democracy, authoritarian government, democratic institutions, and mass and elite political behavior in countries around the world. This course helps students navigate upper division courses in Comparative Politics and explore the political world."
POLI 250,"SEX, MONEY, AND POWER",Distribution Group II,,3,An interdisciplinary course exploring lives and well-being in the context of gendered international and domestic politics and economic processes. Emphasis on the implications of power relations at levels from the household to the global for women and men around the world (with particular attention to Asia).
POLI 260,ADVOCATING FOR CHANGE,Distribution Group II,Analyzing Diversity Course,3,Advocating for change is an experiential learning course that teaches students how to engage in issue advocacy as a method of social change. Students work in teams with faculty mentors to develop and implement an advocacy plan for a particular cause or policy of interest.
POLI 311,"RACE, ETHNICITY, & US PUB POL",Distribution Group II,Analyzing Diversity Course,3,"The objective of this course to develop an understanding of how race, ethnicity, historical context, and racism inform and interact with American public policy."
POLI 316,AMERICAN POLITICAL THOUGHT,Distribution Group II,,3,"This course examines key themes in American political thought and their implications for today, including the contested meaning of the Declaration of Independence, the controversy over ratification of the Constitution, and different approaches to confronting injustice, with a particular emphasis on slavery and its legacy."
POLI 319,WORLD LEGAL SYSTEMS,Distribution Group II,,3,"This course introduces students to the study of judicial systems around the world. In doing so, we will examine the role of courts in the modern state to better understand their growing importance as political actors. We will engage with different theories to compare how law, politics and judiciaries interact."
POLI 321,"AMER CONST. LAW:STRUCTRS, PWRS",Distribution Group II,,3,"This course explores how the Supreme Court has interpreted and applied the nation's foundational document – the United States Constitution. In doing so, we will examine the powers of the federal and state governments, the executive’s emergency powers, and the Supreme Court’s authority to nullify the acts of other branches."
POLI 323,CIVIL RIGHTS AND LIBERTIES,Distribution Group II,,3,"This course explores how the Supreme Court has interpreted and applied the US Constitution in the area of civil rights and liberties. We will examine claims related to property, privacy and personhood, First Amendment speech and religious protections, and equal protection of the laws based on race, gender, age, etc."
POLI 325,AFRICAN AMERICAN POLITICS,Distribution Group II,,3,"Examination of race in U.S. politics. Includes a discussion of the construction of black identity, historical and contemporary black political leaders and thinkers, and the influence of race in political attitudes and behaviors."
POLI 326,DEMOCRACY AND RELIGION,Distribution Group II,Analyzing Diversity Course,3,"This course explores the appropriate relationships between the religious beliefs of the participants in a democracy and the laws and regulations adopted, particularly in the context of the dual commitments to democratic processes and separation of church and state. A broad introduction to the American Constitutional law of religious freedom is provided."
POLI 328,LATINO POLITICS IN THE US,Distribution Group II,Analyzing Diversity Course,3,"Latinos and public policies affecting Latinos have become a major part of the discourse taking place in American politics as a result of current and projected demographic trends. After reviewing the demographic, historic, and social factors distinctive to the Latino population in the United States, this course examines how Latinos have interacted with political institutions to shape politics and public policy."
POLI 330,RACE ETHNCTY & POLTCS N AMERCA,Distribution Group II,Analyzing Diversity Course,3,"Examination of the political and social position of minority groups (African Americans, Asian Americans, Native Americans, Latinos, and women) in the U.S. This course explores the political power and behavior of these groups. The key concepts include racism, discrimination, resources, political power, culture, leadership, class, and inequality."
POLI 332,URBAN POLITICS,Distribution Group II,,3,"Exploration of issues of political behavior and public policy in urban and metropolitan areas. Includes urban decline, regional governance, revitalization, and issues of ethnic and racial conflict."
POLI 337,PUBLIC POLICY,Distribution Group II,,3,"Exploration of the role that public bureaucracy plays in national policy making. Includes an examination of sources of agency power, which are linked to different policy outcomes."
POLI 339,GENDER AND POLITICS,Distribution Group II,Analyzing Diversity Course,3,"A survey of central topics in gender and politics, including issues such as women's and men's representation in government, women as voters and candidates in political elections, gender and political participation in political parties and social movements, and gender and policy representation."
POLI 341,RACE AND THE LAW IN THE U.S.,Distribution Group II,Analyzing Diversity Course,3,Introduces legal frameworks of analysis and sources of law pertaining to issues of racial equality and discrimination. Questions include: How has law been used to perpetuate inequality? How has law made it more difficult to achieve reforms to advance equality? How have law and legal institutions helped advance racial equality and justice?
POLI 352,POLITICS & CULTURE OF MEXICO,Distribution Group II,,3,"Mexico entered the 21st Century as one of the most dynamic societies in Latin America. But Mexico's fast-paced and chaotic transformation cannot be understood without a look at its past and its diverse cultural makeup. This course explores the weight of Mexico's history and culture as it seeks to forge ahead economically, socially, and politically."
POLI 353,EAST ASIAN DEMOCRACIES,Distribution Group II,,3,"This course examines the functioning of the political system in the three principal East Asian democracies: Japan, South Korea, and Taiwan. Particular focus is paid to each country's democratic institutions, electoral politics, and political party system."
POLI 354,LATIN AMERICAN POLITICS,Distribution Group II,Analyzing Diversity Course,3,"Study of the political process in contemporary Latin America, with emphasis on selected major countries."
POLI 355,MIDDLE EAST POLITICS,Distribution Group II,,3,"Provides an introduction to politics in the Middle East. Brief historical overview is combined with detailed description of political systems in the area. The region is then used to examine empirically, critique, and revise theories of comparative politics. Emphasis on whether the region would be considered unique or exceptional."
POLI 359,WORLD CONSTITUTIONS,Distribution Group II,Analyzing Diversity Course,3,"This course introduces students to constitutional systems around the world with a focus on constitutional design. The course coves the basics of constitutional theory, drafting, and amendment, political institutions, and constitutional rights and liberties, often using constitutional case law to highlight the critical questions surrounding contemporary constitutional theory and design."
POLI 360,WESTERN EUROPEAN DEMOCRACIES,Distribution Group II,,3,"A survey of government and politics in Western European democracies, with primary emphasis on Great Britain, France, and Germany."
POLI 362,COMPARATIVE URBAN POL & PLCY,Distribution Group II,,3,"This course offers a broad overview of urban politics and policies in cities around the world. We will examine how national, regional and local forces shape the processes and outcomes governance within and across cities and metropolitan areas, paying particular attention to critical problems and policies that affect urban centers: growth, immigration, class conflict, public order, service management, education, housing transportation, environmental protection, sustainability, land-use planning and spatial competition."
POLI 363,POLITICAL LEADERSHIP,Distribution Group II,,3,"This course introduces students to the study of leadership, with a focus on leadership in the political arena. Using a social science framework, we will examine the role of individuals as leaders of governmental and political bodies in shaping the culture, performance, and outcomes of those bodies."
POLI 364,GLOBAL POLITICAL ECONOMY,Distribution Group II,,3,"Focuses on three questions: (1) How do governments and other actors coordinate to regulate the cross-border flow of goods, services, and capital? (2) How do the resulting gains and losses drive political struggle? (3) Why is global exchange prone to crisis, and how do actors seek to manage volatility?"
POLI 365,BRITISH POLITICS,Distribution Group II,,3,"An examination of British politics and government, with emphasis on both the contemporary and historical setting. This course also emphasizes a comparison of the British political system with the American political system."
POLI 366,SOUTH ASIAN POLITICS,Distribution Group II,,3,"This course introduces students to the complex issues of democracy and development in South Asia. It will shed light over the important political science topics in a comparative perspective. Topics that will be covered include regimes, identity (caste, religion, gender) and conflict, migration, and diaspora and immigration in the US."
POLI 369,"PROTEST, RESISTANCE, RESPONSE",Distribution Group II,,3,"This course introduces students to key concepts, themes, and approaches in the study of protests, civil resistance, and government response around the world. It surveys key recent findings on when protests happen as well as when and how they succeed."
POLI 371,CIVIL WARS,Distribution Group II,Analyzing Diversity Course,3,"This course seeks to examine the origins and dynamics of civil war, including civil war onset, duration, outcome, termination, why people join rebellions, the effectiveness of various forms of civil war management and resolution, and more. It aims to impart to students a solid understanding of theories and empirical evidence regarding the causes, conduct, and termination of civil wars in general."
POLI 373,WAR AND POLITICS,Distribution Group II,,3,"Exploration of the theoretical basis of, and empirical evidence for, a number of explanations for interstate war. Includes contemporary theories dealing with dispute escalation, arms races, deterrence, crisis management, and low-intensity conflict."
POLI 376,INTERNATIONAL HUMAN RIGHTS,Distribution Group II,,3,"This course explores patterns of and explanations for human rights violations over time, as well as international and domestic solutions to protect human rights."
POLI 391,UNDERSTAND RUSSO-UKRAINE WAR,Distribution Group II,,3,"This course examines the decade-long war between Russia and Ukraine by understanding topics including the history of Russo-Ukrainian relations/identities; causes and consequences of relevant social movements (Orange Revolution, Euromaidan); escalation from the War in Donbas to the present; domestic/international responses to the war, and analyses of current events."
PSYC 101,INTRODUCTION TO PSYCHOLOGY,Distribution Group II,,3,"Survey of topics, problems, and approaches in contemporary psychology. Includes the biological basis of behavior, sensation, perception, attention, learning and memory, thinking, language, abnormal behavior and therapies, personality, and individual differences. Required for psychology majors."
PSYC 202,INTRO TO SOCIAL PSYCHOLOGY,Distribution Group II,Analyzing Diversity Course,3,"Overview of topics in social psychology. Includes conformity and social influence, attitude formation and change, aggression, altruism, relationships, liking and loving, and prejudice and stereotyping, as well as applications to other disciplines (e.g. law, marketing, the workplace, etc.). Required for psychology majors."
PSYC 203,INTRO TO COGNITIVE PSYCHOLOGY,Distribution Group II,,3,"An introduction to topics in cognitive psychology, including perception, attention, language, memory, and decision making. Required for psychology majors."
PSYC 231,INDUS & ORGANIZATIONAL PSYC,Distribution Group II,,3,"An overview of the principles, techniques, and theories of psychology applied in the industrial setting."
PSYC 308,MEMORY,Distribution Group II,,3,Critical review of traditional and contemporary approaches to the study of remembering and forgetting. Graduate/Undergraduate Equivalency: PSYC 524.
PSYC 309,PSYCHOLOGY OF LANGUAGE,Distribution Group II,Analyzing Diversity Course,3,"Study of human and other animal communication. Includes the structure of human language, word meaning and semantic memory, psychological studies of syntax, bilingualism, language and thought, and language errors and disorders."
PSYC 321,DEVELOPMENTAL PSYCHOLOGY,Distribution Group II,,3,Study of behavioral changes with age in both human and nonhuman species.
PSYC 330,PERSONALITY THEORY & RESEARCH,Distribution Group II,,3,Examination of those aspects of personality emphasized by major theorists past and present.
PSYC 331,PSYCHOLOGY OF GENDER,Distribution Group II,Analyzing Diversity Course,3,Overview of research and theory on gender in psychology.
PSYC 332,PSYCHOPATHOLOGY,Distribution Group II,,3,Study of the diagnosis and treatment of mental disorders.
PSYC 333,MULTICULTURAL PSYCHOLOGY,Distribution Group II,Analyzing Diversity Course,3,"This seminar examines psychological research and theories that address important issues in the lives of diverse individuals. Readings, discussions, and films will be used to explore the acculturation process; stereotyping, prejudice, discrimination and racism; racial/ethnic identity development; and multicultural competence. Students are required to participate in a service learning project."
PSYC 345,HEALTH PSYCHOLOGY,Distribution Group II,,3,"Contemporary theory and research in health psychology, including topics such as health behaviors, stress and coping, pain and its management, heart disease, psychoneuroimmunology, chronic illness, and dying."
PSYC 353,PSYC OF EMOTION & MOTIVATION,Distribution Group II,,3,"Study of motives and emotions as causes of human behavior; includes biological motives, aggression, emotions and emotional expression, and individual differences in motivation."
PSYC 354,INTRO TO SOC/AFFECTIVE NEURO,Distribution Group II,,3,"Overview of social and affective neuroscience research, including examination of the neurobiological mechanisms supporting social cognition; inter-personal processes; emotion and motivation; and emotion regulation. These topics will be examined in both healthy and affectively-disordered populations, with links made to the fields of health psychology and clinical neuroscience."
PSYC 362,COGNITIVE NEUROSCIENCE,Distribution Group II,,3,"Survey of theory and research on how mental processes are carried out by the human brain, with an emphasis on relating measures of brain activity to cognitive functioning, methods surveyed included electro physiological recording techniques, functional imaging techniques and methods that involve lessoning or disrupting neural activity."
PSYC 370,INTRO TO HUMAN FACTORS & ERGO,Distribution Group II,,3,Application of principles of psychology and human performance to the design of modern systems.
SMGT 260,INTRO TO SPORT MANAGEMENT,Distribution Group II,,3,"This course is designed to: first, provide the student with an overview of the structure of the sport industry as well as issues facing sport organizations and how management techniques can be applied to solve business problems. Second, students will be introduced to the various sub-disciplines within sport management (marketing, law, sales, event management, etc). Third, students will become familiar with career opportunities in sport management."
SMGT 350,SPORT ETHICS,Distribution Group II,,3,"This course is designed to assist students in self-evaluating, examining and developing a philosophy, values, and moral reasoning skills. Major moral/ethical issues and theoretical frameworks inside and outside of sport will be researched and discussed. Students will experience the ethical decision-making process through opportunities for critical analysis drawing upon their philosophical bases. All major theories of ethics will be examined with special application made to the sport management environment."
SMGT 361,SPORT FINANCE,Distribution Group II,,3,"This course will explore economic and financial principals that are significant in the sport industry. This includes financial analysis and management, budgeting, forecasting, capital structuring, economic impact evaluations, and methods of revenue acquisition."
SMGT 364,SPORT LAW,Distribution Group II,,3,This course is designed to introduce students to the American legal system and to the types of legal reasoning used by lawyers and judges. This course will also provide an overview of how various areas of sports are integrated with the American legal system.
SOCI 101,INTRODUCTION TO SOCIOLOGY,Distribution Group II,Analyzing Diversity Course,3,"Introduction to the principal concepts, theories and methods of sociology. Required (normally) for sociology majors and minors. Enrollment in section 003 of this course is reserved for new matriculants only."
SOCI 231,SOCIAL PROBLEMS,Distribution Group II,Analyzing Diversity Course,3,"This course will confront ""social problems"" in everyday life by focusing on contemporary issues, situations, behaviors, and ideas in national and international contexts. The course will focus primarily on case studies in contemporary issues including racism, religion, politics, classism, sexism, and heterosexism."
SOCI 301,SOCIAL INEQUALITY,Distribution Group II,Analyzing Diversity Course,3,"This course investigates the causes and consequences of social inequality in the U.S., focusing on inequality by class, race, and gender. We will discuss different measures of inequality, the extent of inequality, as well as classical and modern theories for why it has been increasing since the 1970s. In addition, we will discuss how much inequality is justifiable and which redistributive programs work."
SOCI 302,THE SOCIOLOGICAL IMAGINATION,Distribution Group II,,3,"Students in this course will examine the research questions sociologist ask, the methods they use, and how they draw evidence-based conclusions by reading and critically evaluating some of the most critically acclaimed books in the field."
SOCI 303,"INEQUALITY, MOBILITY & SCHOOLS",Distribution Group II,Analyzing Diversity Course,3,"Education is heavily impacted by social inequalities, but it also has the power to exacerbate, reproduce, or reduce these inequalities. Students will analyze social science research on problems, methods, and substantive findings about inequality, mobility, and education as they consider ways to make education and society more just."
SOCI 305,"RACE, SPACE, PLACE",Distribution Group II,Analyzing Diversity Course,3,"Students in this course will examine theoretical and empirical work about race and racism in U.S. society, focusing primarily on the co-construction of race and space. We will also discuss placemaking as a form of resistance to spatialized racism."
SOCI 306,SOCIOLOGY OF GENDER,Distribution Group II,Analyzing Diversity Course,3,"Relationship between gender and social role. Development of the contemporary sexual division of labor and process of socialization with reference to family, education, media, and occupations."
SOCI 308,HOUSTON: SOCIOLOGY OF A CITY,Distribution Group II,,3,"Houston as an exemplar of contemporary urban change. The ""golden buckle of the sunbelt""; recovery from the oil boom collapse of the 1980s into a restructional economy and a demographic revolution; the changing politics of education, quality-of-life issues, and interethnic relations, as they interact to shape the urban future. Guest lectures, field trips."
SOCI 309,RACE & ETHNIC RELATIONS,Distribution Group II,Analyzing Diversity Course,3,"Historical and contemporary issues and theories of race and ethnic relations in the United States. The key groups covered will be European Americans, African Americans, Native Americans, Asian Americans, and Mexican Americans. Group patterns of assimilation and conflict inform a basic tenet that race and ethnicity are organizing features of society."
SOCI 310,URBAN SOCIOLOGY,Distribution Group II,Analyzing Diversity Course,3,"Study of urban development, form, and heterogeneity; and the conditions of life associated with living in cities. Examines the rise of cities, their growth and purposes in the U.S. and internationally. Examines behavioral adaptations required by city life, and considers urban subcultures."
SOCI 311,SOCIOLOGY OF ASIANS AND ASIAN,Distribution Group II,,3,"This course will explore sociological research that centers on the social construction of Asian America and the lived experiences of Asian Americans. This course invites students to ask critical questions about the immense diversity within this growing demographic, the intersectional inequalities that Asian Americans encounter, and the legacies of community-led activism."
SOCI 312,HIP HOP,Distribution Group II,,3,"Our goal in this course is to interrogate some of the most pressing social problems that urban Americans face, paying attention to racial minorities who live in the most impoverished sections. This course challenges us to examine sociological concepts in an interdisciplinary lens, with attention to the ways in which aesthetics can both reflect social scientific findings and provide new insights into the social issues examined. We do so by comparing representations of urban life in hip-hop music and in social science research. We will cover four areas: economic inequality; housing and residential segregation; violence, crime, and punishment; and inequalities in intimate life."
SOCI 313,DEMOGRAPHY,Distribution Group II,,3,"Introduction to the study of the dynamics of population change. Includes demographic data sources, components of population change, mortality patterns, family planning, the measurement of migration flows, and population-economic models. Graduate/Undergraduate Equivalency: SOCI 513."
SOCI 314,SCIENCE AT RISK,Distribution Group II,,3,"What happens when science enters the public sphere and when the public sphere enters science? Through the lens of sociology (alongside other disciplines) we will examine some of the most controversial issues facing science today, including biotechnology, science and religion, US knowledge of science, the need to increase the race and gender diversity of the science workforce and corporate funding of science. This course is welcome to students from all majors. It has no prerequisites."
SOCI 318,JOURNEY TOWARDS JUSTICE,Distribution Group II,,3,"Journey Towards Justice: Black Liberation & the Civil Rights Movement is an immersive course that explores the historical and contemporary struggles for racial justice in the U.S. Focused on the Civil Rights and Black Liberation Movements, students will examine key social, political, and cultural aspects of the fight for equality. The course includes a five-day trip to Alabama, visiting pivotal sites in Birmingham, Montgomery, and Selma, where students will engage with the legacies of the movements and their ongoing impact on today's criminal justice system and society. Through interdisciplinary approaches, the course connects past and present struggles for justice. Instructor Permission Required."
SOCI 321,CRIMINOLOGY,Distribution Group II,,3,"Study of criminal behavior. Includes social construction of crime, elementary forms of crime, empirical patterns of crime, and theories of crime. Field work required."
SOCI 333,SOCIOLOGY OF RELIGION,Distribution Group II,,3,"Study of religious beliefs, symbols, actions, organizations, roles, and various interrelationships between religion and society. Includes new religious movements, secularization, and fundamentalism. Field work required."
SOCI 334,SOCIOLOGY OF THE FAMILY,Distribution Group II,Analyzing Diversity Course,3,"This course will teach students the important influences and consequences of American family life. We will consider issues such as sex and sexualities, marriage and cohabitation, divorce, family structure, same-sex marriage, domestic violence, and household labor. We will also examine the role of social institutions and social inequality in shaping family norms and constraints on family behaviors."
SOCI 335,RELIGION AND HEALTH,Distribution Group II,,3,"This course uses sociological methods to understand the intersections among science, religion, and health. We will tackle some of the most difficult and important issues of our time, including religion and AI; how religion and medicine intersect in human reproductive genetic technologies; religion, meaning, and mental health and illness; religious approaches to vaccinations, among several others. We will also analyze how sociological approaches to these topics compliment and are different from biological and physical science approaches, as well as those from philosophy and religious studies approaches."
SOCI 340,SOCIOLOGY OF IMMIGRATION,Distribution Group II,,3,"Sociology of Immigration traces the migration process from initiation through its long-term consequences using theories of initiation (e.g. economic and sociological models) and adaptation (e.g. segmented assimilation, new assimilation theory). It also explores the effects of immigration policies."
SOCI 344,SOCIOLOGY OF MENTAL HEALTH,Distribution Group II,,3,"This course investigates the meaning and significance of mental health, with heavy emphasis on the social construction of mental illness; positive psychology and psychological well-being; psychiatric epidemiology; stigma and labeling; and culture and social control. Social determinants of mental health are also discussed."
SOCI 345,MEDICAL SOCIOLOGY,Distribution Group II,Analyzing Diversity Course,3,"This course will explore the relationship between social factors and health, illness, and mortality, with a heavy emphasis on experiences of illness, the doctor-patient relationship, and the socialization of medical students and new doctors. Social determinants of health, cultural determinants of health, and the ethics surrounding conception, birth, and death will also be discussed."
SOCI 350,URBAN TRANSPORTATION,Distribution Group II,,3,"Moving people and goods within cities is the stuff of legendary challenge and the life blood of urban areas. In this course we study the transportation systems used in European and US cities, examine advantages and disadvantages of different systems, and consider whether major transformations in urban transportation are on the horizon."
SOCI 351,REPRODUCTIVE HEALTH,Distribution Group II,,3,"This course examines the social dimensions of reproductive health, with a focus on the cultural, political, and economic forces that impact people’s reproductive lives. It analyzes how reproductive health policies, discourses, and experiences shape and are shaped by inequalities in society. Topics explored in this course include population control, abortion, contraception, pregnancy, birth, reproductive technologies, and reproductive aging, among others."
SOCI 366,HOUSING AND SCHOOLS,Distribution Group II,Analyzing Diversity Course,3,"A persistent link between families’ residential location and children’s school enrollment in the U.S. plays a significant role in the perpetuation of social inequality. This course examines the factors that shape housing and school opportunities for families, and the policies and interventions attempting to change these opportunities."
SOCI 367,ENVIRONMENTAL SOCIOLOGY,Distribution Group II,,3,"This course focuses on the foundations of environmental sociology and takes a social and historical approach to examine how humans affect the environment and the environment affects humans. Topics include: agricultural sustainability, resource extraction and climate changes; environmental racism/sexism; globalization and development; population, and consumption, and environmental movements."
SOCI 380,SOCIAL THEORY,Distribution Group II,,3,This course engages and analyzes the foundational texts of social theory from its classical roots to its contemporary branches. Students will explore theoretical approaches that inform current sociological research and during the course will examine social phenomena of particular interest to them from the perspective of two major theorists.
SOCI 389,"RACE, GENDER, CLASS IN FILM",Distribution Group II,,3,"This course explores how race, gender, and class-based differences are presented in the body of American film. We will explore these images as raw materials to understand sociological concepts of identity, bias, and stratification as well as the cultural narratives, or frames, that guide how the public defines these concepts."
